key,award_score,question_content,question_option,reading_time,right_answers
311,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“成也萧何，败也萧何”说的是谁的经历？,1^韩信$2^刘邦$3^项羽,20,1
312,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“成语草船借箭”中诸葛亮借的是哪国的箭？,1^蜀国$2^魏国$3^吴国,20,2
313,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,交通事故报警电话是多少？,1^119$2^122$3^123,20,2
314,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我们常常用什么容器来形容“美丽却无内涵的女人”？,1^花朵$2^花瓣$3^花瓶,20,3
315,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,著名运动品牌阿迪达斯是哪个国家的运动品制造商？,1^德国$2^英国$3^法国,20,1
316,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,著名笑星，最常和郭达搭档演出小品的女演员是谁？,1^蔡明$2^宋丹丹$3^白雪,20,1
317,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电影《导盲犬小Q》中，哪一种大型犬因性格温顺智商高而被训练的导盲犬？,1^金毛$2^松狮$3^拉布拉多,20,3
318,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,清朝皇帝的姓氏是什么？,1^爱新觉罗$2^准格尔$3^喀什米,20,1
319,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“CET—4”是国家教育哪一个考试的简称？,1^英语四级$2^期末考试$3^英语八级,20,1
320,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,身体内哪种元素缺失容易导致抽筋？,1^钙$2^铁$3^锌,20,1
321,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,承德避暑山庄中的热河是哪项世界河流之最？,1^最浅$2^最热$3^最短,20,3
322,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,白炽灯用久了会发黑是因为什么蒸发了？,1^玻璃$2^钨$3^铜,20,1
323,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国清朝最长寿的皇帝是谁？,1^乾隆$2^溥仪$3^道光,20,1
324,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国四大佛教名山之一的峨眉山位于哪个省？,1^四川$2^安徽$3^河北,20,1
325,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,通常用哪两个字母来代表对外星人的称呼？,1^ET$2^AC$3^XP,20,1
326,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,传说中开天辟地的上古人物叫做什么？,1^盘古$2^女娲$3^夸父,20,1
327,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,因为四季如春而被称为“春城”的是我国哪个城市？,1^昆明$2^宁夏$3^杭州,20,1
328,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,被誉为香港第一代“玉女掌门人”与倪震结婚的女明星是谁？,1^王祖贤$2^张敏$3^周慧敏,20,3
329,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国首都北京市的电话区号，是哪三个数字？,1^012$2^021$3^010,20,3
330,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上通常用来导航的全球卫星定位系统的英文简称是什么？,1^GPS$2^APC$3^GIF,20,1
331,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,眉毛的生长周期大约为？,1^一个月$2^两个月$3^三个月,20,2
332,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界水日是哪一天？,1^3月23$2^3月24$3^3月25,20,1
333,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,丝绸之路的开辟可追溯到？,1^西汉$2^东汉$3^春秋,20,1
334,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上哪一种动物的寿命最长？,1^乌龟$2^鳄鱼$3^燕子,20,1
335,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,黄河流经于几个省？,1^8个$2^9个$3^10个,20,2
336,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上第一例试管婴儿出身于？,1^1978年$2^1988年$3^1998年,20,1
337,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上长颈鹿的脖子最长有？,1^5米$2^6米$3^7米,20,2
338,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,降雨pH小于5.6，这种雨水？,1^酸性$2^中性$3^碱性,20,1
339,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“初唐四杰”中没有哪位？,1^王勃$2^骆宾王$3^杜甫,20,3
340,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,地球已经有多大年岁了？,1^30~40亿$2^50~60亿$3^70~80亿,20,2
341,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,除了黑芝麻外有白芝麻吗？,1^没有$2^有$3^有，但是是黄芝麻,20,2
342,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上最大的宫殿是？,1^故宫$2^白宫$3^阿房宫,20,1
343,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上最大的海是哪一个？,1^南海$2^黑海$3^黄海,20,1
344,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上是被称为“教育王国”的哪一个国家？,1^中国$2^以色列$3^俄罗斯,20,2
345,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,储藏的粮食在无氧呼吸的情况下会产生？,1^水$2^毒气$3^酒精,20,3
346,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“牛郎织女”的故事的故事是众口皆碑的神话传说，那你知道牛郎星是属于什么星座？,1^金牛座$2^天鹰座$3^大熊座,20,2
347,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,美丽奇特的“海市蜃楼”是光的折射产生的一种现象，它通常发生在什么时候？,1^春天$2^夏天$3^秋天,20,2
348,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,天气预报：“今天阴有小雨”你可知道小雨的降雨量为多少？,1^15毫米以下$2^20毫米以下$3^50毫米以下,20,1
349,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,唐代诗人有称“诗圣”的杜甫“诗仙”的李白等，你可知道被人颂称“诗魔”的是谁？,1^杜甫$2^白居易$3^李商隐,20,2
350,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,传统彩瓷“素三彩”之所以称“素”是因不用什么颜色？,1^红色$2^蓝色$3^金色,20,1
351,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,传说中的斑竹是怎样形成的？,1^舜的妃子的眼泪染成$2^雨水滴成$3^风化,20,1
352,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“人有悲欢离合，月有阴晴圆缺”出自哪个时代作家的作品？,1^北宋$2^南宋$3^唐初,20,1
353,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“但愿人长久，千里共婵娟”是哪位作家的作品？,1^苏洵$2^苏轼$3^李白,20,2
354,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,<<西游记>>中的火焰山是今天的？,1^吐鲁番盆地$2^大雁塔$3^青海,20,1
355,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,创立科举制度是在哪个朝代？,1^清朝$2^隋朝$3^唐朝,20,2
356,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,创作芭蕾舞剧“天鹅湖”的音乐家是？,1^柴可夫斯基$2^贝多芬$3^舒曼,20,1
357,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,吴敬梓是哪本名著的作者？,1^西游记$2^儒林外史$3^三枪拍案惊奇,20,2
358,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,创造出麻沸散的是谁？,1^李时珍$2^华佗$3^扁鹊,20,2
359,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,电子计算机发明于哪一年？,1^1946年$2^1947年$3^1948年,20,3
360,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,被称作“法国号”的乐器是？,1^小号$2^长号$3^圆号,20,3
361,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,一斤铁和一公斤棉花哪一个轻,1^铁$2^棉花$3^一样轻,20,1
362,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,黄酒名品“加饭酒”的产地在哪？,1^合肥$2^兰州$3^浙江,20,3
363,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,成都的市花是？,1^鸡冠花$2^白玉兰$3^芙蓉花,20,3
364,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,春秋时的齐国和鲁国，在现在的哪个省？,1^山东$2^安徽$3^浙江,20,1
365,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下是非银行的金融机构的是？,1^浦发银行$2^农村信用社$3^招商银行,20,2
366,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“芭蕾舞”是从哪国传进的外来语？,1^法国$2^印度$3^英国,20,1
367,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,涮羊肉起源于？,1^宋朝$2^元朝$3^明朝,20,2
368,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国四大名砚之冠——端砚产自哪里？,1^广州$2^济南$3^蓬莱,20,1
369,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中最先衰老的器官是？,1^胸腺$2^淋巴$3^心脏,20,1
370,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,每一个少数民族都有自己喜爱的颜色，生长在大草原的蒙古族喜爱？,1^黑色$2^白色$3^蓝色,20,2
371,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“三过家门而不人”是哪一历史人物的故事？,1^尧$2^舜$3^禹,20,3
372,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“双喜临门”是我国哪个省市的名字？？,1^重庆$2^安徽$3^天津,20,1
373,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,俗话说“在家靠父母”，出门靠什么？,1^金钱$2^名利$3^朋友,20,3
374,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,俗话说“不听老人言”，下一句是什么？,1^吃亏在眼前$2^吃亏在跟前$3^吃亏在人前,20,1
375,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,过桥米线是源于哪个省的著名美食？,1^四川$2^陕西$3^云南,20,3
376,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以哪种动物为原型，其“招手”形象被视为招财招福的吉祥物？,1^猫$2^仓鼠$3^鹦鹉,20,1
377,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,传说哪种鱼类跳过龙门，就会变化成龙？,1^鲤鱼$2^鲫鱼$3^带鱼,20,1
378,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“大不列颠及北爱尔兰联合王国”是哪个国家的全称？,1^英国$2^法国$3^爱尔兰,20,1
379,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,医学著作《本草纲目》是由哪位人物撰写的?,1^孙思邈$2^李时珍$3^扁鹊,20,2
380,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国内地的邮政编码通常是几位数？,1^5位$2^6位$3^7位,20,2
381,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,红白机游戏《泡泡龙》中，要几个相同颜色的球才能消掉？,1^两颗$2^三颗$3^四颗,20,2
382,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《广陵散》根据《晋书嵇康传》讲的是什么故事？,1^聂政刺韩王$2^曹操刺董卓$3^荆轲刺秦王,20,1
383,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,奥运会水球比赛中，守门员戴的泳帽是什么颜色的？,1^蓝色$2^红色$3^粉色,20,2
384,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“轻于鸿毛”中的“鸿毛”指哪种动物的毛？,1^大雁$2^鸭子$3^燕子,20,3
385,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,通心粉是哪个国家的名点？,1^意大利$2^爱尔兰$3^英国,20,1
386,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,黑龙江哪个城市被称为“冰城”“东方莫斯科”？,1^鹤岗$2^牡丹江$3^哈尔滨,20,3
387,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12, 新春佳节，我们通常把哪个汉字倒着张贴寓意吉祥如意的好兆头？,1^福$2^喜$3^年,20,1
388,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,6岁开始巡回演出，被称为“音乐神童”的奥地利知名作曲家是？,1^莫扎特$2^贝多芬$3^聂耳,20,1
389,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,微软出品的个人聊天软件工具英文简称是什么？,1^MSN$2^OICQ$3^ICQ,20,1
390,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,法国国旗由哪三种颜色组成？,1^蓝白红$2^红绿蓝$3^白紫黑,20,1
391,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,微软出品的用来制作幻灯片的办公软件，英文简称是？,1^word$2^excel$3^PPT,20,3
392,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国移动综合信息服务平台“一按我帮您”是哪个号码？,1^12580$2^17951$3^12593,20,1
393,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小说《杨门女将》中女将之一，也是杨宗保的妻子，她是谁？,1^穆桂英$2^杨排风$3^阿庆嫂,20,1
394,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,罗马数字中的“X”表示阿拉伯数字中的几？,1^10$2^11$3^12,20,1
395,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,广西壮族自治区简称是？,1^桂$2^蜀$3^黑,20,1
396,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小时候的故事“铁杵磨成针”讲的是那位唐朝大诗人的故事？,1^李白$2^李商隐$3^杜甫,20,1
397,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,网络爱情小说的经典之作《第一次亲密接触》的作者是？,1^痞子蔡$2^痞子张$3^痞子刘,20,1
398,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,演唱过《看我七十二变》《舞娘》等歌曲的台湾女歌手是谁？？,1^蔡依林$2^蔡少芬$3^侯佩岑,20,1
399,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,运动型多用途越野车的英文简称是哪三个字母组成的？,1^SUV$2^SVU$3^SOO,20,1
400,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,SARS病毒主要侵入的是人体哪个器官？,1^肝$2^肺$3^大脑,20,2
401,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小学语文课文中，达芬奇的绘画老师曾让他画什么东西画了一年？,1^鸡蛋$2^鹅蛋$3^鸭蛋,20,1
402,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人参的主要产地在?,1^东北$2^西北$3^华北,20,1
403,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,1962年，中国电影第一届百花奖最佳女主角颁给了哪位女星？,1^周海媚$2^张曼玉$3^祝希鹃,20,3
404,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,下列哪个不是书画作品中的“四君子”？,1^梅$2^兰$3^草,20,3
405,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“碧螺春”是一种什么茶？,1^红茶$2^绿茶$3^乌龙茶,20,2
406,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“婴宁”是谁笔下的人物？,1^蒲松龄$2^鲁迅$3^冰心,20,1
407,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,能把太阳的七种颜色全部吸收的物体呈？,1^黑$2^白$3^绿,20,1
408,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,太阳金字塔坐落在哪里？,1^墨西哥$2^摩洛哥$3^利比亚,20,1
409,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古书中男子手里常握有“三尺”请问它指什么？,1^枪$2^剑$3^环,20,2
410,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,成语“三人行，必有我师”、“敏而好学，不耻下问”出自哪里？,1^《论语》$2^《中庸》$3^《大学》,20,1
411,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12, 最早进入青铜器时代的国家是？,1^中国$2^埃塞俄比亚$3^阿拉伯叙利亚,20,3
412,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,象脚鼓是哪个民族的打击乐器？,1^黎族$2^赫哲族$3^傣族,20,3
413,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2000年1月1日，在我国实施的汽车安全碰撞法规是？,1^追尾$2^正面碰撞$3^侧翻,20,2
414,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,商业银行的同业拆借，期限最长不得超过多长时间？,1^三个月$2^四个月$3^五个月,20,2
415,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“好来宝”是哪个民族的即兴诗？,1^蒙古族$2^壮族$3^羌族,20,1
416,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,唐代人可以称“父亲”为？,1^哥哥$2^爹$3^阿爸,20,1
417,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2000年底，我国人口由占全球人口的1/4降到1/5左右，人口增长率明显低于？,1^落后国家$2^发达国家$3^发展中国家,20,3
418,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,蛔虫生活在人体内属于什么关系？,1^寄生$2^卵生$3^胎生,20,1
419,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,某人去年买一种股票，当年下跌了20%，今年应上涨百分之几，才能保持原值？,1^20%$2^25%$3^30%,20,1
420,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,昙花一般盛开在什么时候？,1^早上$2^中午$3^晚上,20,3
421,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《奥赛罗》出自谁手？,1^莎士比亚$2^唐吉可德$3^米开朗琪罗,20,1
422,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“六一居士”是指谁？,1^欧阳修$2^李白$3^元问好,20,1
423,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,谁是“中山装”的创始人？,1^孙中山$2^阿诗玛$3^蒋介石,20,1
424,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2002年世界杯足球赛共有多少支参赛球队？,1^16支$2^32支$3^45支,20,2
425,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2010年世博会的举办地点将于何时确定？,1^1985年$2^1992年$3^2002年,20,3
426,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2002年2月26日是法国作家雨果诞辰多少周年纪念日？,1^100周年$2^150周年$3^200周年,20,3
427,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,20公里以上的竞走比赛，一般每隔多少公里设置饮食供给站？,1^5公里$2^10公里$3^15公里,20,1
428,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“降低对天气和气候极端时间的脆弱性”是世界气象日的主题,1^1992年$2^2002年$3^2012年,20,2
429,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,20世纪初，谁提出了“小太阳系原子模型”？,1^卢福瑟$2^克林顿$3^达芬奇,20,1
430,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“七月流火”指天气？,1^转凉$2^变热$3^昼夜颠倒,20,1
431,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,花椒的果实长在哪里的？,1^树根$2^树上$3^树心,20,2
432,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,澳门特区的区旗是什么颜色？,1^黄色$2^蓝色$3^绿色,20,3
433,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国人民银行发行的“迎接新世纪”纪念币面值是？,1^1元$2^5元$3^10元,20,3
434,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,6岁的小明用石头把人打伤，谁来承担责任？?,1^小明的父母$2^小明$3^被打伤的人,20,1
435,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人们在收拾鱼身时涂下列哪种东西可防滑?,1^醋$2^盐$3^糖,20,1
436,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,88岁有个俗称，请问是什么？,1^寿司$2^米寿$3^福寿,20,2
437,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,人的泪水里的咸味是从哪里来的？,1^血液中$2^内脏中$3^大脑中,20,1
438,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,80年发行的人民币二角背面的图案是？,1^毛主席头像$2^国旗$3^国徽,20,3
439,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,澳门自古以来就是中国领土，最早正式纳入中国版图的是在?,1^秦朝$2^宋朝$3^清朝,20,1
440,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《义勇军进行曲》是哪部电影的主题歌？,1^《风云儿女》$2^《地雷战》$3^《地道战》,20,1
441,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,天气预报中常提到高气压中心，在该中心附近一般都是什么天气？,1^晴朗天气$2^雾霾天气$3^暴雨天气,20,1
442,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“国色天香”最初形容的是？,1^菊花$2^洛神花$3^牡丹花,20,3
443,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《一千零一夜》又名《天方夜谭》，这里的“天方”是指？,1^古阿拉伯$2^古印度$3^古埃及,20,1
444,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,普通的小学生、中专生和大学生，谁享受到的国家教育经费最多？,1^小学生$2^中学生$3^大学生,20,3
445,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,喝白酒时，以下什么方式最好?,1^冰镇着喝$2^常温着喝$3^加热着喝,20,3
446,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,HIV病毒是由什么构成的？,1^RNA$2^DNA$3^ANN,20,1
447,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,IMF是什么国际组织的简称？,1^世界贸易组织$2^国际货币基金组织$3^国际奥委会,20,2
448,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,为了表演的需要，芭蕾鞋的鞋尖内塞有一小块?,1^海绵$2^木头$3^塑胶,20,2
449,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,国际女子羽毛球团体比赛的奖杯叫？,1^大力神杯$2^尤伯杯$3^热乃杯,20,1
450,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,Internet的中文名称是？,1^因特网$2^土豆网$3^央视网,20,1
451,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,Internet（因特网）最初的作用是？,1^教育$2^运输$3^军事,20,3
452,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《阿里山的姑娘》是哪个少数民族的家人？,1^高山族$2^苗族$3^回族,20,1
453,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在商店里一双皮鞋的价格是298元，而不是300元，请问商店根据什么这样定价？,1^市场$2^心理$3^感觉,20,2
454,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,国际上用“K”表示含金量，18K表示含金量为？,1^50%$2^70%$3^75%,20,3
455,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,WNBA代表什么？,1^美国职业女子篮球联盟$2^我牛吧$3^飞翔的蜗牛,20,1
456,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,UFO的具体含义是？,1^联合政府$2^不明飞行物$3^联盟,20,2
457,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,WAP是指？,1^无线应用技术$2^飞机$3^软解解决方案,20,1
458,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,WTO是哪个组织的称呼？,1^女子职业网球$2^职业拳王争霸赛$3^世界贸易组织,20,3
459,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,α射线是什么流？,1^氦原子$2^氢原子$3^钠原子,20,1
460,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《水浒传》中绰号“一枝花”的是？,1^蔡襄$2^蔡庆$3^蔡琰,20,2
461,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《奥德赛》的主人公是？,1^俄帝神$2^俄底修斯$3^俄底天,20,2
462,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《水浒传》中绰号“神行太保”的是？,1^戴宗$2^李逵$3^卢俊义,20,1
463,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,2001年北京主办的世界大运会是第几届？,1^21$2^22$3^23,20,2
464,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《王子复仇记》出自谁手？,1^萧伯纳$2^莫里哀$3^莎士比亚,20,3
465,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《白雪公主》的作者是谁？,1^安徒生$2^格林兄弟$3^夏尔佩罗,20,2
466,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《悲惨世界》的主人公冉阿让因为偷了什么东西而服了19年的苦役？,1^一片面包$2^一个古董$3^一袋面,20,1
467,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《西游记》的作者是？,1^吴承恩$2^李时珍$3^张仲景,20,1
